user ID,meal transaction ID,paid at,restaurant ID,cuisine,revenue,ambience,rating,award winning dishes,number of reviews
408,7199,2022-03-11T02:36:10.727090,100,Burgers,100,casual,4,2,21
1224,7200,2022-03-11T02:36:10.727094,1,Burgers,100,casual,2,2,17
1010,7201,2022-03-11T02:36:10.727099,2,Tapas,200,bar,0,2,18
1407,7202,2022-03-11T02:36:10.727103,3,Burgers,100,bar,2,2,28
1233,7203,2022-03-11T02:36:10.727108,4,Seafood,100,family friendly,2,2,88
1415,7204,2022-03-11T02:36:10.727112,5,Seafood,200,fancy,4,4,75
1350,7205,2022-03-11T02:36:10.727117,6,Steakhouse,300,family friendly,2,4,90
855,7206,2022-03-11T02:36:10.727121,7,Steakhouse,100,bar,1,1,10
755,7207,2022-03-11T02:36:10.727125,8,Steakhouse,100,romantic,1,2,53
1096,7208,2022-03-11T02:36:10.727129,9,Tapas,200,bar,1,1,34
1086,7209,2022-03-11T02:36:10.727133,10,Seafood,200,fancy,4,4,75
1211,7210,2022-03-11T02:36:10.727138,11,Steakhouse,100,bar,0,1,37
971,7211,2022-03-11T02:36:10.727142,12,Breakfast and brunch,100,fancy,4,4,62
1104,7212,2022-03-11T02:36:10.727147,13,Breakfast and brunch,100,family friendly,4,4,97
1280,7213,2022-03-11T02:36:10.727151,14,Breakfast and brunch,200,bar,2,0,15
964,7214,2022-03-11T02:36:10.727155,15,Breakfast and brunch,100,romantic,2,2,46
1104,7215,2022-03-11T02:36:10.727159,16,Steakhouse,200,fancy,4,4,68
1000,7216,2022-03-11T02:36:10.727164,17,Breakfast and brunch,100,family friendly,2,4,95
971,7217,2022-03-11T02:36:10.727168,18,Tapas,200,romantic,0,0,39
722,7218,2022-03-11T02:36:10.727172,19,Steakhouse,300,family friendly,2,4,98
235,7219,2022-03-11T02:36:10.727177,20,Tapas,300,family friendly,2,2,93
1226,7220,2022-03-11T02:36:10.727181,21,Seafood,300,casual,1,2,5
1222,7221,2022-03-11T02:36:10.727185,22,Burgers,200,fancy,4,4,48
1058,7222,2022-03-11T02:36:10.727190,23,Steakhouse,100,casual,1,2,10
817,7223,2022-03-11T02:36:10.727194,24,Burgers,100,casual,2,2,0
912,7224,2022-03-11T02:36:10.727198,25,Burgers,200,fancy,4,4,66
372,7225,2022-03-11T02:36:10.727203,26,Seafood,300,romantic,2,2,35
676,7226,2022-03-11T02:36:10.727207,27,Breakfast and brunch,100,casual,1,2,17
1321,7227,2022-03-11T02:36:10.727211,28,Breakfast and brunch,100,casual,1,2,9
1080,7228,2022-03-11T02:36:10.727216,29,Burgers,100,family friendly,4,4,81
1052,7229,2022-03-11T02:36:10.727220,30,Tapas,200,fancy,4,4,47
327,7230,2022-03-11T02:36:10.727225,31,Burgers,100,casual,2,2,5
1179,7231,2022-03-11T02:36:10.727230,32,Tapas,200,fancy,4,4,62
1283,7232,2022-03-11T02:36:10.727234,33,Tapas,200,romantic,2,0,46
373,7233,2022-03-11T02:36:10.727238,34,Steakhouse,300,fancy,4,4,45
719,7234,2022-03-11T02:36:10.727243,35,Burgers,200,romantic,1,0,60
244,7235,2022-03-11T02:36:10.727247,36,Tapas,300,casual,3,2,28
507,7236,2022-03-11T02:36:10.727252,37,Breakfast and brunch,100,casual,3,2,14
662,7237,2022-03-11T02:36:10.727256,38,Steakhouse,200,fancy,4,4,43
1339,7238,2022-03-11T02:36:10.727261,39,Breakfast and brunch,100,romantic,2,2,36
1075,7239,2022-03-11T02:36:10.727265,40,Steakhouse,300,fancy,4,4,66
476,7240,2022-03-11T02:36:10.727270,41,Burgers,200,fancy,4,4,70
1280,7241,2022-03-11T02:36:10.727274,42,Tapas,200,casual,2,2,21
425,7242,2022-03-11T02:36:10.727279,43,Burgers,200,fancy,4,4,60
495,7243,2022-03-11T02:36:10.727283,44,Breakfast and brunch,200,bar,1,0,16
196,7244,2022-03-11T02:36:10.727288,45,Breakfast and brunch,100,fancy,4,4,35
605,7245,2022-03-11T02:36:10.727292,46,Breakfast and brunch,100,fancy,4,4,46
1333,7246,2022-03-11T02:36:10.727296,47,Tapas,200,romantic,1,0,48
1209,7247,2022-03-11T02:36:10.727301,48,Breakfast and brunch,100,fancy,4,4,39
88,7248,2022-03-11T02:36:10.727305,49,Burgers,200,romantic,2,2,48
478,7249,2022-03-11T02:36:10.727310,50,Tapas,200,fancy,4,4,55
537,7250,2022-03-11T02:36:10.727314,51,Steakhouse,100,casual,4,2,2
509,7251,2022-03-11T02:36:10.727318,52,Burgers,100,romantic,1,0,34
1352,7252,2022-03-11T02:36:10.727323,53,Breakfast and brunch,100,romantic,2,0,58
707,7253,2022-03-11T02:36:10.727327,54,Steakhouse,100,romantic,1,0,30
407,7254,2022-03-11T02:36:10.727332,55,Tapas,200,family friendly,2,4,89
404,7255,2022-03-11T02:36:10.727336,56,Steakhouse,300,family friendly,2,4,96
805,7256,2022-03-11T02:36:10.727341,57,Breakfast and brunch,100,fancy,4,4,67
1043,7257,2022-03-11T02:36:10.727345,58,Steakhouse,300,fancy,4,4,39
899,7258,2022-03-11T02:36:10.727350,59,Tapas,200,fancy,4,4,35
827,7259,2022-03-11T02:36:10.727354,60,Seafood,200,bar,1,1,21
570,7260,2022-03-11T02:36:10.727358,61,Burgers,200,family friendly,2,4,98
1103,7261,2022-03-11T02:36:10.727363,62,Burgers,200,family friendly,2,4,87
1295,7262,2022-03-11T02:36:10.727367,63,Steakhouse,100,romantic,2,2,56
599,7263,2022-03-11T02:36:10.727372,64,Breakfast and brunch,100,casual,3,2,22
586,7264,2022-03-11T02:36:10.727376,65,Seafood,200,bar,0,0,31
886,7265,2022-03-11T02:36:10.727381,66,Breakfast and brunch,100,family friendly,2,4,99
1170,7266,2022-03-11T02:36:10.727385,67,Seafood,100,family friendly,2,4,87
30,7267,2022-03-11T02:36:10.727389,68,Breakfast and brunch,100,family friendly,4,2,88
905,7268,2022-03-11T02:36:10.727394,69,Tapas,200,family friendly,4,2,88
457,7269,2022-03-11T02:36:10.727398,70,Burgers,200,fancy,4,4,70
1399,7270,2022-03-11T02:36:10.727403,71,Tapas,300,family friendly,4,4,99
1384,7271,2022-03-11T02:36:10.727407,72,Tapas,200,bar,1,0,13
993,7272,2022-03-11T02:36:10.727412,73,Burgers,100,bar,2,1,12
1297,7273,2022-03-11T02:36:10.727417,74,Burgers,100,casual,4,2,6
1127,7274,2022-03-11T02:36:10.727421,75,Steakhouse,300,family friendly,4,4,91
573,7275,2022-03-11T02:36:10.727426,76,Breakfast and brunch,100,casual,1,2,6
435,7276,2022-03-11T02:36:10.727430,77,Tapas,200,bar,0,0,21
504,7277,2022-03-11T02:36:10.727435,78,Burgers,200,family friendly,2,2,84
1151,7278,2022-03-11T02:36:10.727439,79,Steakhouse,300,family friendly,4,4,92
569,7279,2022-03-11T02:36:10.727443,80,Tapas,200,bar,0,0,40
1219,7280,2022-03-11T02:36:10.727448,81,Breakfast and brunch,100,casual,3,2,4
1184,7281,2022-03-11T02:36:10.727452,82,Burgers,100,family friendly,2,2,83
1103,7282,2022-03-11T02:36:10.727456,83,Seafood,200,bar,2,0,19
1107,7283,2022-03-11T02:36:10.727461,84,Steakhouse,300,casual,4,2,26
953,7284,2022-03-11T02:36:10.727465,85,Seafood,300,romantic,2,2,48
745,7285,2022-03-11T02:36:10.727470,86,Tapas,200,family friendly,4,2,86
828,7286,2022-03-11T02:36:10.727474,87,Burgers,200,bar,2,1,26
514,7287,2022-03-11T02:36:10.727479,88,Seafood,200,romantic,1,0,52
602,7288,2022-03-11T02:36:10.727483,89,Tapas,300,family friendly,2,2,94
774,7289,2022-03-11T02:36:10.727487,90,Seafood,200,casual,2,2,17
272,7290,2022-03-11T02:36:10.727492,91,Burgers,100,romantic,0,0,48
144,7291,2022-03-11T02:36:10.727496,92,Tapas,300,romantic,0,2,50
1287,7292,2022-03-11T02:36:10.727501,93,Seafood,200,romantic,0,2,31
921,7293,2022-03-11T02:36:10.727505,94,Burgers,200,fancy,4,4,66
275,7294,2022-03-11T02:36:10.727510,95,Steakhouse,300,family friendly,4,2,89
35,7295,2022-03-11T02:36:10.727514,96,Burgers,200,fancy,4,4,54
240,7296,2022-03-11T02:36:10.727519,97,Tapas,200,fancy,4,4,75
1348,7297,2022-03-11T02:36:10.727523,98,Seafood,100,bar,2,0,12
44,7298,2022-03-11T02:36:10.727527,99,Seafood,200,casual,1,2,23
910,7299,2022-03-11T02:36:10.727532,100,Breakfast and brunch,100,casual,4,2,21
1287,7300,2022-03-11T02:36:10.727536,1,Seafood,200,casual,2,2,17
444,7301,2022-03-11T02:36:10.727540,2,Burgers,100,bar,0,2,18
1191,7302,2022-03-11T02:36:10.727545,3,Tapas,200,bar,2,2,28
1202,7303,2022-03-11T02:36:10.727550,4,Steakhouse,300,family friendly,2,2,88
803,7304,2022-03-11T02:36:10.727554,5,Seafood,200,fancy,4,4,75
400,7305,2022-03-11T02:36:10.727559,6,Burgers,200,family friendly,2,4,90
295,7306,2022-03-11T02:36:10.727563,7,Tapas,200,bar,1,1,10
879,7307,2022-03-11T02:36:10.727567,8,Seafood,200,romantic,1,2,53
1232,7308,2022-03-11T02:36:10.727572,9,Burgers,200,bar,1,1,34
604,7309,2022-03-11T02:36:10.727576,10,Tapas,200,fancy,4,4,75
763,7310,2022-03-11T02:36:10.727581,11,Tapas,200,bar,0,1,37
506,7311,2022-03-11T02:36:10.727585,12,Breakfast and brunch,100,fancy,4,4,62
140,7312,2022-03-11T02:36:10.727590,13,Steakhouse,300,family friendly,4,4,97
767,7313,2022-03-11T02:36:10.727594,14,Burgers,100,bar,2,0,15
922,7314,2022-03-11T02:36:10.727599,15,Steakhouse,100,romantic,2,2,46
1011,7315,2022-03-11T02:36:10.727603,16,Seafood,100,fancy,4,4,68
769,7316,2022-03-11T02:36:10.727607,17,Steakhouse,300,family friendly,2,4,95
1397,7317,2022-03-11T02:36:10.727612,18,Seafood,200,romantic,0,0,39
650,7318,2022-03-11T02:36:10.727616,19,Breakfast and brunch,100,family friendly,2,4,98
595,7319,2022-03-11T02:36:10.727620,20,Breakfast and brunch,100,family friendly,2,2,93
1388,7320,2022-03-11T02:36:10.727625,21,Burgers,100,casual,1,2,5
824,7321,2022-03-11T02:36:10.727630,22,Breakfast and brunch,100,fancy,4,4,48
554,7322,2022-03-11T02:36:10.727634,23,Steakhouse,300,casual,1,2,10
1069,7323,2022-03-11T02:36:10.727653,24,Seafood,300,casual,2,2,0
1352,7324,2022-03-11T02:36:10.727658,25,Breakfast and brunch,100,fancy,4,4,66
1413,7325,2022-03-11T02:36:10.727662,26,Tapas,300,romantic,2,2,35
1003,7326,2022-03-11T02:36:10.727667,27,Tapas,300,casual,1,2,17
864,7327,2022-03-11T02:36:10.727671,28,Steakhouse,100,casual,1,2,9
1332,7328,2022-03-11T02:36:10.727676,29,Burgers,200,family friendly,4,4,81
1375,7329,2022-03-11T02:36:10.727680,30,Seafood,100,fancy,4,4,47
1037,7330,2022-03-11T02:36:10.727684,31,Breakfast and brunch,100,casual,2,2,5
1182,7331,2022-03-11T02:36:10.727689,32,Breakfast and brunch,100,fancy,4,4,62
771,7332,2022-03-11T02:36:10.727694,33,Breakfast and brunch,100,romantic,2,0,46
426,7333,2022-03-11T02:36:10.727698,34,Steakhouse,300,fancy,4,4,45
