battle ID,fought at,monster ID,magic spell used,spell effectiveness,victory points
7196,2022-02-24T02:15:21.450964,197,fire,2,
7197,2022-02-24T02:15:21.450968,198,fire,1,
7198,2022-02-24T02:15:21.450971,199,fire,1,
7199,2022-02-24T02:15:21.450975,200,energy,1,
7200,2022-02-24T02:15:21.450979,201,fire,0,
7201,2022-02-24T02:15:21.450983,202,fire,2,
7202,2022-02-24T02:15:21.450987,203,earth,2,
7203,2022-02-24T02:15:21.450991,204,energy,2,
7204,2022-02-24T02:15:21.450994,205,wind,0,
7205,2022-02-24T02:15:21.450998,206,wind,0,
7206,2022-02-24T02:15:21.451001,207,water,2,
7207,2022-02-24T02:15:21.451005,208,wind,0,
7208,2022-02-24T02:15:21.451008,209,earth,0,
7209,2022-02-24T02:15:21.451012,210,earth,0,
7210,2022-02-24T02:15:21.451016,211,energy,1,
7211,2022-02-24T02:15:21.451019,212,wind,1,
7212,2022-02-24T02:15:21.451023,213,fire,0,
7213,2022-02-24T02:15:21.451027,214,fire,2,
7214,2022-02-24T02:15:21.451030,215,energy,1,
7215,2022-02-24T02:15:21.451034,216,water,2,
7216,2022-02-24T02:15:21.451037,217,earth,2,
7217,2022-02-24T02:15:21.451041,218,earth,0,
7218,2022-02-24T02:15:21.451045,219,earth,2,
7219,2022-02-24T02:15:21.451049,220,water,0,
7220,2022-02-24T02:15:21.451053,221,wind,0,
7221,2022-02-24T02:15:21.451056,222,wind,1,
7222,2022-02-24T02:15:21.451060,223,water,0,
7223,2022-02-24T02:15:21.451063,224,water,2,
7224,2022-02-24T02:15:21.451067,225,wind,1,
7225,2022-02-24T02:15:21.451070,226,fire,1,
7226,2022-02-24T02:15:21.451074,227,wind,1,
7227,2022-02-24T02:15:21.451078,228,fire,0,
7228,2022-02-24T02:15:21.451081,229,energy,1,
7229,2022-02-24T02:15:21.451084,230,water,2,
7230,2022-02-24T02:15:21.451088,231,earth,1,
7231,2022-02-24T02:15:21.451092,232,wind,0,
7232,2022-02-24T02:15:21.451095,233,earth,0,
7233,2022-02-24T02:15:21.451099,234,wind,0,
7234,2022-02-24T02:15:21.451103,235,water,0,
7235,2022-02-24T02:15:21.451107,236,water,0,
7236,2022-02-24T02:15:21.451111,237,water,2,
7237,2022-02-24T02:15:21.451115,238,energy,1,
7238,2022-02-24T02:15:21.451119,239,water,2,
7239,2022-02-24T02:15:21.451122,240,water,2,
7240,2022-02-24T02:15:21.451126,241,water,0,
7241,2022-02-24T02:15:21.451130,242,water,0,
7242,2022-02-24T02:15:21.451133,243,fire,1,
7243,2022-02-24T02:15:21.451137,244,energy,1,
7244,2022-02-24T02:15:21.451141,245,fire,0,
7245,2022-02-24T02:15:21.451145,246,energy,1,
7246,2022-02-24T02:15:21.451149,247,earth,0,
7247,2022-02-24T02:15:21.451154,248,water,2,
7248,2022-02-24T02:15:21.451158,249,earth,0,
7249,2022-02-24T02:15:21.451162,250,wind,0,
7250,2022-02-24T02:15:21.451167,251,water,2,
7251,2022-02-24T02:15:21.451171,252,earth,0,
7252,2022-02-24T02:15:21.451175,253,earth,0,
7253,2022-02-24T02:15:21.451179,254,earth,0,
7254,2022-02-24T02:15:21.451182,255,water,0,
7255,2022-02-24T02:15:21.451186,256,earth,0,
7256,2022-02-24T02:15:21.451190,257,water,0,
7257,2022-02-24T02:15:21.451194,258,earth,0,
7258,2022-02-24T02:15:21.451198,259,wind,0,
7259,2022-02-24T02:15:21.451202,260,earth,0,
7260,2022-02-24T02:15:21.451206,261,energy,1,
7261,2022-02-24T02:15:21.451209,262,fire,1,
7262,2022-02-24T02:15:21.451213,263,fire,0,
7263,2022-02-24T02:15:21.451217,264,earth,0,
7264,2022-02-24T02:15:21.451221,265,water,0,
7265,2022-02-24T02:15:21.451225,266,energy,1,
7266,2022-02-24T02:15:21.451229,267,fire,2,
7267,2022-02-24T02:15:21.451233,268,water,0,
7268,2022-02-24T02:15:21.451237,269,energy,1,
7269,2022-02-24T02:15:21.451241,270,earth,2,
7270,2022-02-24T02:15:21.451245,271,fire,2,
7271,2022-02-24T02:15:21.451249,272,earth,1,
7272,2022-02-24T02:15:21.451253,273,fire,1,
7273,2022-02-24T02:15:21.451257,274,fire,2,
7274,2022-02-24T02:15:21.451261,275,wind,1,
7275,2022-02-24T02:15:21.451265,276,fire,0,
7276,2022-02-24T02:15:21.451269,277,wind,1,
7277,2022-02-24T02:15:21.451273,278,water,0,
7278,2022-02-24T02:15:21.451277,279,earth,0,
7279,2022-02-24T02:15:21.451281,280,energy,1,
7280,2022-02-24T02:15:21.451285,281,energy,1,
7281,2022-02-24T02:15:21.451288,282,energy,1,
7282,2022-02-24T02:15:21.451293,283,fire,0,
7283,2022-02-24T02:15:21.451297,284,water,0,
7284,2022-02-24T02:15:21.451301,285,water,2,
7285,2022-02-24T02:15:21.451305,286,wind,1,
7286,2022-02-24T02:15:21.451308,287,fire,1,
7287,2022-02-24T02:15:21.451312,288,water,2,
7288,2022-02-24T02:15:21.451316,289,earth,0,
7289,2022-02-24T02:15:21.451320,290,water,2,
7290,2022-02-24T02:15:21.451324,291,water,2,
7291,2022-02-24T02:15:21.451328,292,wind,1,
7292,2022-02-24T02:15:21.451332,293,wind,0,
7293,2022-02-24T02:15:21.451336,294,energy,1,
7294,2022-02-24T02:15:21.451339,295,wind,1,
7295,2022-02-24T02:15:21.451343,296,water,0,
7296,2022-02-24T02:15:21.451347,297,earth,0,
7297,2022-02-24T02:15:21.451351,298,water,2,
7298,2022-02-24T02:15:21.451355,299,earth,0,
7299,2022-02-24T02:15:21.451359,300,earth,0,
7300,2022-02-24T02:15:21.451362,301,energy,1,
7301,2022-02-24T02:15:21.451366,302,wind,0,
7302,2022-02-24T02:15:21.451370,303,wind,1,
7303,2022-02-24T02:15:21.451375,304,energy,1,
7304,2022-02-24T02:15:21.451379,305,water,0,
7305,2022-02-24T02:15:21.451383,306,energy,1,
7306,2022-02-24T02:15:21.451387,307,earth,0,
7307,2022-02-24T02:15:21.451391,308,energy,1,
7308,2022-02-24T02:15:21.451395,309,fire,0,
7309,2022-02-24T02:15:21.451399,310,wind,1,
7310,2022-02-24T02:15:21.451403,311,wind,0,
7311,2022-02-24T02:15:21.451406,312,energy,1,
7312,2022-02-24T02:15:21.451410,313,fire,0,
7313,2022-02-24T02:15:21.451414,314,earth,0,
7314,2022-02-24T02:15:21.451418,315,water,0,
7315,2022-02-24T02:15:21.451422,316,water,0,
7316,2022-02-24T02:15:21.451426,317,water,0,
7317,2022-02-24T02:15:21.451431,318,energy,2,
7318,2022-02-24T02:15:21.451436,319,wind,1,
7319,2022-02-24T02:15:21.451441,320,water,0,
7320,2022-02-24T02:15:21.451445,321,wind,0,
7321,2022-02-24T02:15:21.451450,322,wind,0,
7322,2022-02-24T02:15:21.451455,323,earth,0,
7323,2022-02-24T02:15:21.451460,324,fire,2,
7324,2022-02-24T02:15:21.451464,325,water,0,
7325,2022-02-24T02:15:21.451469,326,energy,1,
7326,2022-02-24T02:15:21.451473,327,water,2,
7327,2022-02-24T02:15:21.451477,328,earth,0,
7328,2022-02-24T02:15:21.451481,329,fire,0,
7329,2022-02-24T02:15:21.451485,330,earth,0,
7330,2022-02-24T02:15:21.451489,331,earth,0,
7331,2022-02-24T02:15:21.451493,332,wind,0,
7332,2022-02-24T02:15:21.451497,333,wind,0,
7333,2022-02-24T02:15:21.451501,334,fire,1,
7334,2022-02-24T02:15:21.451505,335,water,0,
7335,2022-02-24T02:15:21.451509,336,energy,1,
7336,2022-02-24T02:15:21.451513,337,wind,1,
7337,2022-02-24T02:15:21.451517,338,wind,1,
7338,2022-02-24T02:15:21.451520,339,energy,2,
7339,2022-02-24T02:15:21.451524,340,energy,2,
7340,2022-02-24T02:15:21.451528,341,water,0,
7341,2022-02-24T02:15:21.451532,342,fire,1,
7342,2022-02-24T02:15:21.451536,343,energy,2,
7343,2022-02-24T02:15:21.451540,344,energy,1,
7344,2022-02-24T02:15:21.451543,345,water,2,
7345,2022-02-24T02:15:21.451547,346,wind,1,
7346,2022-02-24T02:15:21.451551,347,energy,2,
7347,2022-02-24T02:15:21.451555,348,earth,1,
7348,2022-02-24T02:15:21.451559,349,earth,2,
7349,2022-02-24T02:15:21.451563,350,fire,0,
7350,2022-02-24T02:15:21.451567,351,energy,1,
7351,2022-02-24T02:15:21.451571,352,wind,1,
7352,2022-02-24T02:15:21.451575,353,energy,2,
7353,2022-02-24T02:15:21.451579,354,wind,1,
7354,2022-02-24T02:15:21.451582,355,wind,1,
7355,2022-02-24T02:15:21.451587,356,energy,2,
7356,2022-02-24T02:15:21.451591,357,fire,0,
7357,2022-02-24T02:15:21.451595,358,fire,1,
7358,2022-02-24T02:15:21.451599,359,water,2,
7359,2022-02-24T02:15:21.451603,360,earth,0,
7360,2022-02-24T02:15:21.451607,361,wind,1,
7361,2022-02-24T02:15:21.451612,362,fire,0,
7362,2022-02-24T02:15:21.451616,363,fire,2,
7363,2022-02-24T02:15:21.451620,364,energy,2,
7364,2022-02-24T02:15:21.451624,365,energy,1,
7365,2022-02-24T02:15:21.451628,366,water,2,
7366,2022-02-24T02:15:21.451632,367,fire,1,
7367,2022-02-24T02:15:21.451636,368,wind,0,
7368,2022-02-24T02:15:21.451641,369,earth,0,
7369,2022-02-24T02:15:21.451644,370,wind,0,
7370,2022-02-24T02:15:21.451648,371,energy,1,
7371,2022-02-24T02:15:21.451652,372,energy,2,
7372,2022-02-24T02:15:21.451656,373,earth,0,
7373,2022-02-24T02:15:21.451660,374,fire,2,
7374,2022-02-24T02:15:21.451665,375,earth,1,
7375,2022-02-24T02:15:21.451670,376,earth,0,
7376,2022-02-24T02:15:21.451675,377,fire,1,
7377,2022-02-24T02:15:21.451680,378,energy,1,
7378,2022-02-24T02:15:21.451684,379,energy,1,
7379,2022-02-24T02:15:21.451689,380,earth,1,
7380,2022-02-24T02:15:21.451694,381,earth,0,
7381,2022-02-24T02:15:21.451699,382,earth,0,
7382,2022-02-24T02:15:21.451704,383,wind,1,
7383,2022-02-24T02:15:21.451707,384,water,0,
7384,2022-02-24T02:15:21.451711,385,fire,1,
7385,2022-02-24T02:15:21.451715,386,earth,2,
7386,2022-02-24T02:15:21.451718,387,earth,0,
7387,2022-02-24T02:15:21.451722,388,earth,0,
7388,2022-02-24T02:15:21.451725,389,energy,1,
7389,2022-02-24T02:15:21.451729,390,earth,2,
7390,2022-02-24T02:15:21.451733,391,wind,1,
7391,2022-02-24T02:15:21.451737,392,fire,1,
7392,2022-02-24T02:15:21.451740,393,earth,0,
7393,2022-02-24T02:15:21.451744,394,water,0,
7394,2022-02-24T02:15:21.451748,395,wind,0,
7395,2022-02-24T02:15:21.451752,396,fire,2,
7396,2022-02-24T02:15:21.451755,397,wind,1,
7397,2022-02-24T02:15:21.451759,398,wind,0,
7398,2022-02-24T02:15:21.451763,399,fire,0,
7399,2022-02-24T02:15:21.451766,400,energy,1,
7400,2022-02-24T02:15:21.451770,401,earth,1,
7401,2022-02-24T02:15:21.451774,402,wind,0,
7402,2022-02-24T02:15:21.451777,403,wind,0,
7403,2022-02-24T02:15:21.451781,404,fire,1,
7404,2022-02-24T02:15:21.451785,405,fire,1,
7405,2022-02-24T02:15:21.451788,406,water,1,
7406,2022-02-24T02:15:21.451792,407,energy,1,
7407,2022-02-24T02:15:21.451796,408,fire,2,
7408,2022-02-24T02:15:21.451800,409,earth,0,
7409,2022-02-24T02:15:21.451803,410,energy,1,
7410,2022-02-24T02:15:21.451807,411,earth,0,
7411,2022-02-24T02:15:21.451811,412,earth,2,
7412,2022-02-24T02:15:21.451814,413,earth,0,
7413,2022-02-24T02:15:21.451818,414,wind,0,
7414,2022-02-24T02:15:21.451822,415,wind,1,
7415,2022-02-24T02:15:21.451826,416,energy,1,
7416,2022-02-24T02:15:21.451829,417,earth,0,
7417,2022-02-24T02:15:21.451833,418,water,0,
7418,2022-02-24T02:15:21.451837,419,wind,1,
7419,2022-02-24T02:15:21.451841,420,water,0,
7420,2022-02-24T02:15:21.451844,421,energy,2,
7421,2022-02-24T02:15:21.451848,422,energy,1,
7422,2022-02-24T02:15:21.451852,423,energy,2,
7423,2022-02-24T02:15:21.451856,424,energy,1,
7424,2022-02-24T02:15:21.451859,425,energy,1,
7425,2022-02-24T02:15:21.451863,426,earth,0,
7426,2022-02-24T02:15:21.451866,427,wind,1,
7427,2022-02-24T02:15:21.451870,428,earth,0,
7428,2022-02-24T02:15:21.451874,429,fire,2,
7429,2022-02-24T02:15:21.451877,430,energy,1,
7430,2022-02-24T02:15:21.451881,431,fire,1,
7431,2022-02-24T02:15:21.451885,432,earth,0,
7432,2022-02-24T02:15:21.451889,433,earth,0,
7433,2022-02-24T02:15:21.451893,434,water,0,
7434,2022-02-24T02:15:21.451896,435,wind,0,
7435,2022-02-24T02:15:21.451900,436,wind,1,
7436,2022-02-24T02:15:21.451904,437,earth,0,
7437,2022-02-24T02:15:21.451907,438,energy,2,
7438,2022-02-24T02:15:21.451911,439,wind,1,
7439,2022-02-24T02:15:21.451915,440,wind,1,
7440,2022-02-24T02:15:21.451919,441,fire,2,
7441,2022-02-24T02:15:21.451922,442,fire,1,
7442,2022-02-24T02:15:21.451926,443,energy,2,
7443,2022-02-24T02:15:21.451929,444,water,2,
7444,2022-02-24T02:15:21.451933,445,energy,2,
7445,2022-02-24T02:15:21.451937,446,fire,1,
7446,2022-02-24T02:15:21.451941,447,earth,0,
7447,2022-02-24T02:15:21.451944,448,earth,0,
7448,2022-02-24T02:15:21.451948,449,water,0,
7449,2022-02-24T02:15:21.451952,450,wind,0,
7450,2022-02-24T02:15:21.451956,451,earth,0,
7451,2022-02-24T02:15:21.451959,452,earth,0,
7452,2022-02-24T02:15:21.451963,453,wind,1,
7453,2022-02-24T02:15:21.451967,454,energy,1,
7454,2022-02-24T02:15:21.451970,455,energy,2,
7455,2022-02-24T02:15:21.451974,456,wind,0,
7456,2022-02-24T02:15:21.451977,457,fire,1,
7457,2022-02-24T02:15:21.451981,458,fire,1,
7458,2022-02-24T02:15:21.451985,459,wind,0,
7459,2022-02-24T02:15:21.451988,460,earth,0,
7460,2022-02-24T02:15:21.451992,461,energy,2,
7461,2022-02-24T02:15:21.451996,462,fire,1,
7462,2022-02-24T02:15:21.451999,463,fire,1,
7463,2022-02-24T02:15:21.452003,464,water,0,
7464,2022-02-24T02:15:21.452007,465,fire,1,
7465,2022-02-24T02:15:21.452011,466,earth,0,
7466,2022-02-24T02:15:21.452015,467,earth,0,
7467,2022-02-24T02:15:21.452019,468,wind,1,
7468,2022-02-24T02:15:21.452022,469,fire,1,
7469,2022-02-24T02:15:21.452026,470,earth,1,
7470,2022-02-24T02:15:21.452029,471,fire,1,
7471,2022-02-24T02:15:21.452033,472,water,2,
7472,2022-02-24T02:15:21.452037,473,energy,2,
7473,2022-02-24T02:15:21.452040,474,fire,1,
7474,2022-02-24T02:15:21.452044,475,earth,0,
7475,2022-02-24T02:15:21.452048,476,water,2,
7476,2022-02-24T02:15:21.452051,477,energy,1,
7477,2022-02-24T02:15:21.452055,478,earth,0,
7478,2022-02-24T02:15:21.452058,479,energy,2,
7479,2022-02-24T02:15:21.452062,480,energy,2,
7480,2022-02-24T02:15:21.452066,481,energy,1,
7481,2022-02-24T02:15:21.452069,482,water,2,
7482,2022-02-24T02:15:21.452073,483,water,0,
7483,2022-02-24T02:15:21.452077,484,energy,1,
7484,2022-02-24T02:15:21.452080,485,water,0,
7485,2022-02-24T02:15:21.452084,486,fire,0,
7486,2022-02-24T02:15:21.452088,487,fire,1,
7487,2022-02-24T02:15:21.452091,488,fire,1,
7488,2022-02-24T02:15:21.452095,489,fire,1,
7489,2022-02-24T02:15:21.452099,490,energy,1,
7490,2022-02-24T02:15:21.452102,491,energy,2,
7491,2022-02-24T02:15:21.452106,492,wind,1,
7492,2022-02-24T02:15:21.452110,493,earth,0,
7493,2022-02-24T02:15:21.452113,494,water,0,
7494,2022-02-24T02:15:21.452117,495,fire,1,
7495,2022-02-24T02:15:21.452121,496,fire,1,
7496,2022-02-24T02:15:21.452125,497,earth,0,
7497,2022-02-24T02:15:21.452128,498,energy,1,
7498,2022-02-24T02:15:21.452132,499,wind,1,
7499,2022-02-24T02:15:21.452136,500,fire,2,
7500,2022-02-24T02:15:21.452139,501,energy,2,
7501,2022-02-24T02:15:21.452143,502,wind,0,
7502,2022-02-24T02:15:21.452146,503,wind,0,
7503,2022-02-24T02:15:21.452150,504,water,2,
7504,2022-02-24T02:15:21.452153,505,earth,1,
7505,2022-02-24T02:15:21.452157,506,water,2,
7506,2022-02-24T02:15:21.452161,507,fire,2,
7507,2022-02-24T02:15:21.452165,508,water,2,
7508,2022-02-24T02:15:21.452168,509,water,0,
7509,2022-02-24T02:15:21.452172,510,wind,1,
7510,2022-02-24T02:15:21.452176,511,earth,0,
7511,2022-02-24T02:15:21.452179,512,fire,1,
7512,2022-02-24T02:15:21.452183,513,wind,1,
7513,2022-02-24T02:15:21.452187,514,earth,1,
7514,2022-02-24T02:15:21.452191,515,water,1,
7515,2022-02-24T02:15:21.452195,516,wind,0,
7516,2022-02-24T02:15:21.452198,517,energy,1,
7517,2022-02-24T02:15:21.452202,518,earth,0,
7518,2022-02-24T02:15:21.452205,519,fire,1,
